"Prolific_ID","Participant.Device.Type","Trial.Number","Reaction.Time","Response","display","ImageStim","MusicStim","StimCued"
4832,"computer","21",72,"8","Post","image14.jpg","Classical_17.mp3","Image"
4832,"computer","22",850,"6","Post","image35.jpg","Classical_2.mp3","Music"
4832,"computer","23",472,"4","Post","image39.jpg","Cut_jazz_1.mp3","Both"
4832,"computer","24",418,"1","Post","image15.jpg","Classical_15.mp3","Image"
4832,"computer","25",78,"7","Post","image12.jpg","Cut_jazz_14.mp3","Both"
4832,"computer","26",882,"7","Post","image36.jpg","Classical_19.mp3","Music"
4832,"computer","27",427,"7","Post","image3.jpg","Classical_7.mp3","Music"
4832,"computer","28",870,"6","Post","image17.jpg","Classical_17.mp3","Music"
4832,"computer","29",923,"4","Post","image34.jpg","Classical_4.mp3","Music"
4832,"computer","30",481,"6","Post","image15.jpg","Classical_18.mp3","Music"
4832,"computer","31",996,"5","Post","image12.jpg","Cut_jazz_19.mp3","Image"
4832,"computer","32",873,"6","Post","image2.jpg","Classical_6.mp3","Music"
4832,"computer","33",446,"6","Post","image3.jpg","Classical_8.mp3","Image"
4832,"computer","34",77,"9","Post","image52.jpg","Cut_jazz_7.mp3","Music"
4832,"computer","35",951,"4","Post","image10.jpg","Cut_jazz_14.mp3","Image"
4832,"computer","36",990,"4","Post","image35.jpg","Classical_1.mp3","Both"
4832,"computer","37",450,"3","Post","image1.jpg","Cut_jazz_14.mp3","Music"
4832,"computer","38",879,"5","Post","image2.jpg","Classical_7.mp3","Image"
