participant,AREA_1,AREA_2,AREA_3,AREA_4,AREA_5,AREA_6,AREA_7,AREA_8,AREA_9,AREA_10,AREA_11,AREA_12,AREA_13,AREA_14,BMRQ_1,BMRQ_2,BMRQ_3,BMRQ_4,BMRQ_5,BMRQ_6,BMRQ_7,BMRQ_8,BMRQ_9,BMRQ_10,BMRQ_11,BMRQ_12,BMRQ_13,BMRQ_14,BMRQ_15,BMRQ_16,BMRQ_17,BMRQ_18,BMRQ_19,BMRQ_20,Sex,Age,Ed,Race,YrsMusic,YrsArt,avgRes_linear_preOne,avgRmse_linear_preOne,avgRes_linear_modality_preOne,avgRmse_linear_modality_preOne,avgRes_highAtt_preOne,avgRmse_highAtt_preOne,avgRmse_accurate_preOne,avgRmse_averaging_preOne,avgRes_linear_postOne,avgRmse_linear_postOne,avgRes_linear_modality_postOne,avgRmse_linear_modality_postOne,avgRes_highAtt_postOne,avgRmse_highAtt_postOne,avgRmse_accurate_postOne,avgRmse_averaging_postOne,avgRMSE_averaging_preBoth,avgRMSE_linear_modality_preBoth,avgRMSE_compress_preBoth,avgRMSE_extreme_preBoth,avgRes_imageWeight_linear_preBoth,avgRes_a_compress_preBoth,avgRes_b_compress_preBoth,avgRes_a_extreme_preBoth,avgRes_b_extreme_preBoth,avgRMSE_averaging_postBoth,avgRMSE_linear_modality_postBoth,avgRMSE_compress_postBoth,avgRMSE_extreme_postBoth,avgRes_imageWeight_linear_postBoth,avgRes_a_compress_postBoth,avgRes_b_compress_postBoth,avgRes_a_extreme_postBoth,avgRes_b_extreme_postBoth
5017.0,2.0,1.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,Female,20.0,14.0,Yellow,5.0,5.0,0.7177757519109336,1.4881724904540607,[0.80676765 0.62868201],1.4574769478747864,4.513999018005056,1.4778369493371126,1.2777777777777777,1.3611111111111112,0.7524505831250237,1.4159019876696544,[0.72756658 0.77728331],1.4130174900012789,5.918103428446678,1.5051280040877422,1.25,1.3333333333333333,2.4444444444444446,2.8570607890985604,2.439177141945839,2.725073461188954,0.4400167592060264,,,,,2.0,2.2833309615788373,2.029075154447303,2.1544591946803817,0.6033590402018008,,,,
5019.0,5.0,1.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0,Female,21.0,14.0,Yellow,1.0,1.0,0.8620202698232311,1.4479606101161375,[1.         0.66363686],1.3620132041385773,5.829477416484648,1.4227553884114446,1.0555555555555556,1.3611111111111112,0.8879648394793297,1.3016268101637196,[1.         0.67245084],1.1959135191987718,6.15488157679491,1.2722307014331635,1.0555555555555556,1.3055555555555556,1.5555555555555556,1.7564743919030417,1.7387092220346372,1.7926206173837091,0.6375315051344944,,,,,1.3333333333333333,1.6724895981256265,1.6643486041344575,1.672668749462295,0.5609401127929261,,,,
5020.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,Female,22.0,18.0,Yellow,0.0,0.0,0.6821131443160803,1.4493038683103607,[0.53548044 0.82867875],1.3899670417614676,5.3176209972688655,1.577876081536945,1.3333333333333333,1.25,0.7106467471499281,1.1242723025401218,[0.56397068 0.85715073],1.047157698782912,6.540864115299361,1.3380996240059089,0.9166666666666666,1.0833333333333333,0.9444444444444444,0.9920444361881676,1.1221894797645744,1.127781780472513,0.30753384626676405,,,,,1.2222222222222223,1.471142731645784,1.1309911744699293,1.2425981556011736,0.42876887575415296,,,,
5021.0,5.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Female,19.0,13.0,Yellow,7.0,2.0,0.43191644427872095,2.4910262127630203,[0.28157296 0.58224015],2.4365378342635124,3.4188191439458198,2.7698681373141225,2.75,2.055555555555556,0.7042673046647471,1.400698940621233,[0.70899869 0.6996431 ],1.3999619757209922,5.435502210262736,1.572804617386217,1.3333333333333333,1.1666666666666667,2.083333333333333,2.448499399993662,1.352974988747701,2.3528806453706093,0.3804067077514695,,,,,1.0833333333333333,1.2683542185388432,1.2336408211350736,1.272652910539618,0.5156943542822625,,,,
5022.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,Male,19.0,13.0,Yellow,6.0,1.0,0.5,,[0.5 0.5],,5.0,,,,0.5,,[0.5 0.5],,5.0,,,,,,,,0.5,,,,,,,,,0.5,,,,
5023.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,Female,21.0,15.0,Yellow,0.0,0.5,0.6569244341716137,2.8218792969980715,[0.95863899 0.35283599],2.4758433850832273,3.773688504944253,2.588671368560402,2.583333333333333,2.4444444444444446,0.7885315633645829,2.10051434927686,[0.65287532 0.92422842],2.0109842787157888,6.9992865746795125,2.2696226677542284,1.5833333333333333,2.055555555555556,1.6944444444444444,1.7398478847795338,1.640684310779445,1.7138837516765912,0.7341745667687399,,,,,1.1944444444444444,1.6620725066381548,1.6604614292695816,1.6324074798747037,0.5098040405875509,,,,
5024.0,5.0,5.0,2.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,Male,19.0,13.0,Yellow,2.0,0.0,0.5992381066860816,3.4727922418454518,[0.86704064 0.33166691],3.263393349076348,3.748233731262213,3.1506773160103694,3.2222222222222223,3.1666666666666665,0.6190265908627248,2.6576623410911893,[0.81324839 0.42492241],2.5143630523956437,4.855792829319609,2.7860319553993538,2.4722222222222223,2.25,2.583333333333333,3.052552769775395,2.2505391592474093,2.6775903194972943,0.6914289149866152,,,,,2.4722222222222223,2.8586153867917994,2.4762748400811185,2.91134016233823,0.6749442068187552,,,,
5025.0,3.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,Male,17.0,10.0,Yellow,0.0,0.0,0.6484748242588418,2.5163312868823358,[0.52104363 0.77587388],2.4854623215826583,3.2198485068203544,2.4527985716556646,2.1944444444444446,2.1111111111111107,0.6152368397164248,2.266246498506624,[0.54568987 0.68497956],2.2554837429731256,4.1067597906849995,2.428271707599285,1.7777777777777777,1.8333333333333333,1.75,1.9667978634297412,1.8823258344860057,1.9270139662650376,0.3581107476458932,,,,,2.0277777777777777,2.3509628514045944,2.441416866836676,2.4405960099281643,0.7217191913327544,,,,
5026.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,Male,18.0,13.0,Yellow,12.0,0.0,0.8121266386444463,2.388332733146668,[0.4586907 1.       ],2.2102711029678983,7.014698159688259,2.437914366840681,1.8611111111111112,2.083333333333333,0.5376240569690016,3.0855786404658554,[0. 1.],2.5976504807870735,5.835820385326728,3.2949112280546733,2.7222222222222223,2.555555555555556,2.583333333333333,2.7948077626602914,2.8369126918323087,3.024034420099301,0.02701481783229653,,,,,1.805555555555556,2.2354107640442287,2.0424113495889347,2.1704975976613428,0.2910509724132215,,,,
5027.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,Female,18.0,15.0,Yellow,4.0,0.0,0.8476492137194,1.1541294371326405,[0.82769746 0.86752492],1.1524095760141642,6.072351813836797,1.2048427128684298,0.9722222222222222,1.2222222222222223,0.9338575648696223,1.2533851827794862,[0.79492177 1.        ],1.1963273423589005,6.797833352288428,1.2590073459713635,0.7777777777777778,1.3888888888888888,0.6388888888888888,0.8059174199670218,0.7088042616128899,0.7427960532445881,0.5097915964347575,,,,,0.8055555555555556,0.955947292233732,0.9204366491194566,0.940459315565898,0.4639601929403116,,,,
5028.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,21.0,15.0,Yellow,4.0,2.0,0.5,,[0.5 0.5],,5.0,,,,0.5,,[0.5 0.5],,5.0,,,,,,,,0.5,,,,,,,,,0.5,,,,
5029.0,5.0,1.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,Female,19.0,16.0,Yellow,6.0,0.0,0.6525129227388167,1.3910825589885971,[0.64339048 0.66157538],1.3902989249351068,6.541906434343972,1.4820963856511356,1.1666666666666667,1.1388888888888888,0.5933400496183654,1.3980345105763772,[0.44025041 0.74616777],1.3692658437258294,7.0163811809234105,1.5618959747892767,1.2222222222222223,1.1388888888888888,1.5833333333333333,2.0130012925088763,1.6153090901368845,1.647291544990375,0.6600683420233465,,,,,1.4166666666666667,1.7169932218518018,1.4044406731963408,1.4611310150182275,0.5921725619655361,,,,
5030.0,5.0,1.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,1.0,4.0,5.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,Male,20.0,14.0,Yellow,2.0,1.0,0.4683412781104678,2.19531057334266,[0.74078558 0.19586498],2.041256749940715,2.3625578111170835,2.269935174736593,2.1388888888888893,1.805555555555556,0.4144935043760565,2.1634953717233856,[0.51913777 0.30968779],2.1401977063600173,5.215822900089642,2.6510835510745285,2.1944444444444446,1.805555555555556,1.2777777777777777,1.6803625493738248,1.587108906829656,1.6522587148173205,0.5960379598446088,,,,,1.5555555555555556,1.8938204883101024,1.4761974041850192,1.670507837151922,0.5641313522661672,,,,
5031.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Female,20.0,11.0,Yellow,4.0,4.0,0.4726386467464592,2.1382399718154383,[0.66330726 0.28188619],2.075877322065597,5.577388668855294,2.458944198860881,1.8888888888888888,1.75,0.652284183992671,2.5912904120565687,[0.85823626 0.44625138],2.5311744062504773,6.175571843220818,2.720831445501461,2.1944444444444446,2.055555555555556,1.9444444444444444,2.3154688521544915,2.0205839672829917,2.3297943624135216,0.5927083611642322,,,,,2.0,2.475084654277756,2.318667890783084,2.3978796537386806,0.5874949550767536,,,,
5032.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,Female,19.0,15.0,Yellow,3.0,1.0,0.5737843014480617,1.239953296499043,[0.57331295 0.57336441],1.2393421156600968,2.85243528430466,1.3233983482272351,1.1944444444444444,1.0555555555555556,0.7962283882705835,0.9203573618247928,[0.75913776 0.83317572],0.9178656732240432,4.965034366555947,0.9584887214104252,0.8055555555555556,0.8611111111111112,0.8333333333333334,1.0858799384421225,0.9866040190944756,1.0542886988160658,0.5554893600202847,,,,,0.7777777777777778,0.7722614656807762,0.8786359935823281,0.8989641064200765,0.7970093767792731,,,,
5033.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,Female,18.0,12.0,Yellow,1.0,1.0,0.7555445682770184,1.722022671671286,[0.82600606 0.68537707],1.6985130728368427,7.233191629535308,1.9202416659906083,1.3333333333333333,1.5,0.8495572888742441,1.4848985174701972,[0.8694617  0.82943717],1.4822155124455665,7.7777087630045925,1.5945513498075614,1.0555555555555556,1.6388888888888888,0.7777777777777778,1.1745522601548084,1.1598861896522443,1.2181779098042882,0.4163441548631429,,,,,1.5,1.7855161140879412,1.7534251626059836,1.7426203252893808,0.4674986436766646,,,,
5034.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,5.0,4.0,Female,20.0,14.0,Yellow,0.0,0.0,0.3437312284486924,25.84305428687405,[0. 1.],24.798190302604247,9.0,25.95390964770363,21.75,21.805555555555557,1.0,25.426838552569127,[0. 1.],24.82118055488386,9.0,25.426838552569127,20.777777777777782,21.11111111111111,18.777777777777782,23.177722509075462,17.960811712342274,16.199754321037158,0.0,,,,,20.777777777777782,23.64257773058296,17.465928399398212,15.179653225813212,0.0,,,,
